Chemical,Cell line,CMap dose,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100
allantoin,PC3,0.0000252,0.00006274,0.0001214,0.00006274,0.3016,0.00006274,0.00006274,0.00006274,0.0002386,0.0005318,0.00006274,0.00006274,0.00006274,0.00006274,0.00006274,0.00006274,0.00006274,0.00006274,0.0001214,0.00006274,0.00006274,0.00006274,0.00006274,0.00006274,0.05881,0.00006274,0.00006274,0.00018,0.0001214,0.00006274,0.00006274,0.00006274,0.00006274,0.00006274,0.00006274,0.07604,0.00006274,0.00006274,0.00018,0.00018,0.00006274,0.0001214,0.3095,0.0001214,0.00006274,0.09844,0.01056,0.00006274,0.00006274,0.0002386,0.00006274,0.05535,0.00006274,0.00006274,0.00006274,0.00006274,0.00006274,0.0001214,0.00006274,0.00006274,0.0001214,0.00006274,0.00006274,0.001294,0.0001214,0.00018,0.00006274,0.0001214,0.00006274,0.00006274,0.00006274,0.00006274,0.0004731,0.03717,0.0001214,0.001528,0.00006274,0.00006274,0.00006274,0.03999,0.00006274,0.0002386,0.0003559,0.00006274,0.0009421,0.0002386,0.00006274,0.00006274,0.00006274,0.0002386,0.00006274,0.00006274,0.00006274,0.00006274,0.00018,0.00006274,0.0001214,0.00006274,0.00006274,0.00006274,0.00006274
altretamine,HL60,0.000019,0.0007386,0.0002574,0.0002574,0.0002574,0.0002574,0.0002574,0.0002574,0.0002574,0.0002574,0.000498,0.000498,0.003866,0.0002574,0.0002574,0.0009791,0.0002574,0.04837,0.0002574,0.0002574,0.0002574,0.04452,0.344,0.0002574,0.0002574,0.0002574,0.0002574,0.0002574,0.0007386,0.008196,0.0002574,0.0007386,0.0002574,0.0002574,0.0002574,0.0002574,0.0002574,0.0002574,0.0002574,0.0002574,0.000498,0.0002574,0.0002574,0.0002574,0.001701,0.0002574,0.0002574,0.0002574,0.1501,0.0002574,0.004828,0.000498,0.0007386,0.0002574,0.0002574,0.0002574,0.00122,0.0002574,0.0002574,0.0002574,0.0002574,0.256,0.000498,0.0002574,0.0002574,0.0002574,0.001701,0.0002574,0.004106,0.0002574,0.09383,0.003144,0.0002574,0.0002574,0.000498,0.0002574,0.00122,0.000498,0.0002574,0.0002574,0.000498,0.0002574,0.0002574,0.000498,0.0002574,0.0002574,0.0002574,0.0009791,0.002422,0.000498,0.0007386,0.0002574,0.0002574,0.0002574,0.0002574,0.0002574,0.00122,0.0002574,0.00146,0.0002574,0.0009791
altretamine,PC3,0.000019,0.000996,0.0001175,0.0001175,0.0001175,0.0001175,0.0001175,0.0001175,0.0001175,0.0001175,0.0006665,0.0003371,0.0003371,0.0003371,0.0001175,0.0001175,0.0006665,0.1739,0.0001175,0.0008861,0.0134,0.1228,0.005718,0.0002273,0.0001175,0.0001175,0.0003371,0.0002273,0.04788,0.0003371,0.0001175,0.0002273,0.0002273,0.0001175,0.001984,0.2134,0.0001175,0.0003371,0.0003371,0.0002273,0.001216,0.0003371,0.0001175,0.0001175,0.0006665,0.0001175,0.0001175,0.007474,0.0003371,0.0001175,0.1451,0.001325,0.0001175,0.001216,0.001325,0.0001175,0.0001175,0.0001175,0.0001175,0.0001175,0.0004469,0.0044,0.0008861,0.0004469,0.0001175,0.0001175,0.02109,0.0001175,0.0005567,0.01362,0.000996,0.1971,0.0003371,0.0001175,0.0001175,0.0001175,0.0006665,0.0001175,0.0006665,0.0001175,0.0007763,0.001545,0.0001175,0.0001175,0.0001175,0.0001175,0.0001175,0.0001175,0.002314,0.0005567,0.0001175,0.0003371,0.0001175,0.0004469,0.0002273,0.0001175,0.0003371,0.0001175,0.0005567,0.0001175,0.001545
altretamine,MCF7,0.000019,0.0006269,0.01,0.02757,0.0006269,0.08733,0.0006269,0.0006269,0.001799,0.3521,0.0006269,0.0006269,0.0006269,0.0006269,0.0006269,0.0006269,0.0006269,0.0006269,0.004142,0.0006269,0.0006269,0.001799,0.0006269,0.0006269,0.004142,0.008828,0.004142,0.01059,0.0006269,0.001213,0.01234,0.0006269,0.0006269,0.001799,0.0006269,0.0006269,0.001213,0.0006269,0.001213,0.003556,0.0006269,0.001799,0.02406,0.0006269,0.0006269,0.0305,0.001213,0.0006269,0.0006269,0.001799,0.0006269,0.0006269,0.001799,0.08381,0.0006269,0.004142,0.0006269,0.001213,0.0006269,0.0006269,0.05159,0.0006269,0.001213,0.004142,0.001213,0.003556,0.0006269,0.001213,0.0006269,0.001799,0.0006269,0.001799,0.0006269,0.005899,0.1137,0.0006269,0.0006269,0.0006269,0.0006269,0.0006269,0.0006269,0.002384,0.0006269,0.0006269,0.001213,0.001213,0.00297,0.0006269,0.0006269,0.004728,0.07795,0.001799,0.0006269,0.0006269,0.002384,0.0006269,0.0006269,0.0006269,0.0006269,0.0006269,0.0006269
aminoglutethimide,HL60,0.0000172,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.01,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.07763,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.01,0.005169,0.01966,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.02449,0.005169,0.005169,0.005169,0.01966,0.005169,0.005169,0.2129,0.02449,0.005169,0.005169,0.005169,0.01,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.01966,0.005169,0.06314,0.02449,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.02449,0.005169,0.005169,0.005169,0.01483,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169,0.005169
aminoglutethimide,MCF7,0.0000172,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.004342,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.5998,0.001514,0.001514,0.004342,0.001514,0.001514,0.01,0.001514,0.002928,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.05809,0.001514,0.001514,0.005757,0.001514,0.001514,0.001514,0.1175,0.002928,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.005757,0.001514,0.001514,0.001514,0.002928,0.001514,0.005757,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.01849,0.001514,0.001514,0.001514,0.0199,0.001514,0.001514,0.002928,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.008586,0.001514,0.001514,0.001514,0.001514,0.001514,0.001514,0.002928,0.002928,0.001514,0.001514,0.001514,0.001514
amiodarone,HL60,0.0000058,0.0007259,0.0001909,0.01303,0.001439,0.002509,0.0001909,0.0007259,0.0001909,0.008395,0.0001909,0.0001909,0.0003692,0.0005476,0.0001909,0.0001909,0.0003692,0.0003692,0.04192,0.001974,0.001974,0.0001909,0.0001909,0.0001909,0.0001909,0.06101,0.0003692,0.0003692,0.0009043,0.0001909,0.0003692,0.0001909,0.0001909,0.0001909,0.007503,0.0289,0.0001909,0.0001909,0.0001909,0.4275,0.0001909,0.001974,0.0005476,0.002866,0.0003692,0.03515,0.001439,0.0001909,0.0001909,0.0001909,0.0001909,0.0003692,0.0003692,0.01606,0.0003692,0.001974,0.0001909,0.05084,0.0007259,0.0007259,0.0007259,0.0001909,0.0001909,0.02908,0.03015,0.0001909,0.0001909,0.02124,0.006255,0.0001909,0.0001909,0.0003692,0.05798,0.0001909,0.04317,0.001796,0.0001909,0.0001909,0.0001909,0.01161,0.0003692,0.0001909,0.002866,0.0001909,0.0001909,0.03336,0.0003692,0.0001909,0.0003692,0.001261,0.0001909,0.03247,0.0001909,0.0001909,0.001261,0.0001909,0.0001909,0.0009043,0.0001909,0.0007259,0.0001909
amiodarone,MCF7,0.0000058,0.0003241,0.00008522,0.0003241,0.00008522,0.00008522,0.00008522,0.02557,0.00008522,0.0001649,0.00008522,0.00008522,0.0001649,0.0001649,0.00008522,0.0001649,0.0001649,0.0001649,0.027,0.00008522,0.0001649,0.0001649,0.01092,0.00008522,0.00566,0.00008522,0.0008816,0.000563,0.0001649,0.0004038,0.00008522,0.0001649,0.0002445,0.1387,0.00008522,0.0001649,0.00008522,0.1892,0.00008522,0.0001649,0.00008522,0.005102,0.006138,0.0002445,0.00008522,0.0003241,0.002235,0.00008522,0.00008522,0.00008522,0.00008522,0.00008522,0.0003241,0.0004834,0.00008522,0.00008522,0.000802,0.0001649,0.0001649,0.00008522,0.00008522,0.0001649,0.00008522,0.00008522,0.2231,0.2063,0.00008522,0.009721,0.00008522,0.00008522,0.00008522,0.00008522,0.01546,0.00008522,0.00008522,0.00008522,0.00008522,0.00008522,0.00008522,0.00008522,0.0004038,0.0001649,0.00008522,0.0001649,0.1118,0.00008522,0.0004038,0.0004834,0.003191,0.00008522,0.00008522,0.00008522,0.00008522,0.00008522,0.0001649,0.00008522,0.00008522,0.005421,0.00008522,0.0009612,0.00008522
amitriptyline,PC3,0.0000128,0.07206,0.00001022,0.00001976,0.00001022,0.00001022,0.00001022,0.00005795,0.00001022,0.00001022,0.0006498,0.00001976,0.00001976,0.00001976,0.00002931,0.00001022,0.00001976,0.002273,0.00001022,0.01547,0.00001022,0.03666,0.1873,0.00001022,0.00001022,0.00001022,0.00001976,0.00001976,0.02369,0.1211,0.00001022,0.05387,0.00002931,0.00005795,0.003237,0.00001022,0.0003634,0.00002931,0.00002931,0.00001022,0.00007704,0.00001022,0.00001022,0.00001022,0.00001022,0.00001022,0.00001022,0.00003885,0.0001725,0.00001022,0.0004398,0.00001022,0.03218,0.00001022,0.00008658,0.00001022,0.00001022,0.00359,0.00001022,0.00002931,0.00001022,0.001098,0.00001022,0.00001022,0.00001022,0.00001976,0.00001976,0.00001022,0.00001976,0.00006749,0.00001022,0.00001022,0.00001022,0.00001022,0.00001976,0.00001022,0.00001022,0.1079,0.00003885,0.00001022,0.0001057,0.00001976,0.00001022,0.0001343,0.00001022,0.002855,0.00001022,0.04016,0.00001022,0.00006749,0.00001976,0.00001022,0.00001022,0.2481,0.00001022,0.00001976,0.0006402,0.00001022,0.04457,0.00001022,0.00001976
amitriptyline,HL60,0.0000128,0.002261,0.00008324,0.000161,0.00008324,0.00008324,0.0004721,0.00008324,0.00008324,0.00008324,0.001717,0.00008324,0.2985,0.006306,0.00008324,0.09591,0.0002388,0.001717,0.00008324,0.00008324,0.00008324,0.0005499,0.02559,0.000161,0.00008324,0.00008324,0.00008324,0.00008324,0.01299,0.001172,0.0003944,0.00195,0.0006277,0.00008324,0.005061,0.00008324,0.00008324,0.002339,0.000161,0.00008324,0.2043,0.000161,0.00008324,0.00008324,0.00008324,0.00008324,0.00008324,0.000861,0.00008324,0.00008324,0.0004721,0.00008324,0.0003166,0.00008324,0.0003944,0.00008324,0.00008324,0.00008324,0.00008324,0.000161,0.00008324,0.07732,0.00008324,0.000161,0.00008324,0.00008324,0.00008324,0.00008324,0.00008324,0.00008324,0.0002388,0.00008324,0.00008324,0.00008324,0.00008324,0.00008324,0.00008324,0.002028,0.0006277,0.00008324,0.06028,0.00008324,0.00008324,0.03563,0.00008324,0.00008324,0.00008324,0.000161,0.001094,0.00195,0.0002388,0.00008324,0.00008324,0.1336,0.00008324,0.00008324,0.01082,0.0002388,0.005606,0.0002388,0.00008324
amitriptyline,MCF7,0.0000128,0.0009163,0.00001632,0.00001632,0.00001632,0.00001632,0.0009773,0.00001632,0.00003158,0.00001632,0.04415,0.0001689,0.0001384,0.0002756,0.00003158,0.2829,0.00009259,0.0004739,0.00001632,0.00004683,0.00001632,0.00001632,0.0009621,0.00001632,0.00001632,0.00001632,0.00001632,0.00001632,0.2744,0.001237,0.001145,0.00003158,0.0003214,0.00003158,0.001038,0.00001632,0.01268,0.0002604,0.00003158,0.00001632,0.0001994,0.00001632,0.00001632,0.00001632,0.0002604,0.00001632,0.00003158,0.005935,0.00007734,0.00001632,0.008345,0.00003158,0.01252,0.00001632,0.0105,0.00001632,0.00006209,0.00009259,0.00001632,0.00003158,0.00001632,0.0001536,0.00004683,0.00001632,0.00001632,0.00001632,0.0005197,0.00001632,0.005874,0.00007734,0.0003214,0.00001632,0.00001632,0.00001632,0.00001632,0.00003158,0.00009259,0.0006112,0.00009259,0.00001632,0.0007943,0.00006209,0.00001632,0.2837,0.00001632,0.000596,0.00001632,0.001572,0.0001536,0.00001632,0.00004683,0.00001632,0.00003158,0.001023,0.00001632,0.001984,0.0004434,0.00001632,0.0008248,0.0001231,0.03974
amphotericin B,HL60,0.0000044,0.00008442,0.00003447,0.00001782,0.00001782,0.00001782,0.00001782,0.00001782,0.00001782,0.00001782,0.0001011,0.00001782,0.0001344,0.01825,0.007577,0.000151,0.00001782,0.0001344,0.00001782,0.00001782,0.00001782,0.02588,0.00005112,0.00005112,0.00001782,0.00003447,0.00001782,0.00001782,0.00005112,0.000867,0.00001782,0.01637,0.00001782,0.00003447,0.07403,0.00001782,0.0003508,0.00001782,0.00005112,0.00001782,0.00003447,0.00001782,0.00001782,0.00001782,0.00003447,0.00001782,0.00001782,0.00003447,0.01684,0.00001782,0.0002343,0.00005112,0.00001782,0.00001782,0.002066,0.00001782,0.00001782,0.00001782,0.00001782,0.00001782,0.00001782,0.0527,0.00003447,0.00001782,0.00001782,0.00001782,0.04915,0.00001782,0.00003447,0.0007505,0.03245,0.00001782,0.00001782,0.00001782,0.00001782,0.00001782,0.0003508,0.00003447,0.00003447,0.00001782,0.0002176,0.00001782,0.00001782,0.00008442,0.00003447,0.00003447,0.00001782,0.00003447,0.00006777,0.00001782,0.00005112,0.00001782,0.00003447,0.001,0.00001782,0.00006777,0.1925,0.00003447,0.5058,0.00006777,0.00001782
amphotericin B,MCF7,0.0000044,0.0006536,0.0001344,0.00006946,0.00006946,0.00006946,0.0568,0.02389,0.0003291,0.00006946,0.09288,0.00006946,0.00006946,0.0004589,0.0001344,0.0002642,0.001108,0.001043,0.0001993,0.001368,0.00006946,0.0003291,0.0004589,0.00006946,0.00006946,0.0001344,0.0006536,0.000394,0.0008483,0.0001993,0.0002642,0.006106,0.002471,0.00006946,0.0007834,0.0001344,0.00006946,0.2398,0.0005238,0.00006946,0.003899,0.001432,0.01383,0.0007185,0.0001344,0.00006946,0.0001993,0.001108,0.0003291,0.0002642,0.0004589,0.00006946,0.0005238,0.00006946,0.002017,0.0001344,0.0126,0.0006536,0.0004589,0.0005887,0.01279,0.001562,0.01844,0.00006946,0.01909,0.00006946,0.0002642,0.0001344,0.00006946,0.0005887,0.0003291,0.00006946,0.00006946,0.0001344,0.007923,0.00006946,0.00006946,0.00006946,0.015,0.0001344,0.002731,0.004678,0.00006946,0.001627,0.00669,0.0005238,0.001822,0.0004589,0.00006946,0.00006946,0.2498,0.0001344,0.00006946,0.001562,0.0001993,0.00006946,0.002276,0.01065,0.001822,0.1096,0.0555
amphotericin B,PC3,0.0000044,0.0001222,0.0001222,0.04397,0.0001222,0.0001222,0.0002364,0.0006932,0.0002364,0.0001222,0.0001222,0.0001222,0.0001222,0.08714,0.0001222,0.0002364,0.0003506,0.0001222,0.0001222,0.0003506,0.0001222,0.0001222,0.000579,0.0002364,0.0001222,0.0001222,0.0001222,0.0001222,0.0001222,0.0002364,0.0002364,0.5033,0.0002364,0.0001222,0.000579,0.0001222,0.0001222,0.0003506,0.0002364,0.0001222,0.0001222,0.0001222,0.0001222,0.0001222,0.0003506,0.0002364,0.0001222,0.0001222,0.002064,0.0001222,0.0001222,0.0001222,0.0001222,0.0001222,0.0001222,0.0002364,0.07675,0.0001222,0.0001222,0.0006932,0.0001222,0.007088,0.0001222,0.0002364,0.0001222,0.0003506,0.0001222,0.0001222,0.0001222,0.0001222,0.0001222,0.0001222,0.0002364,0.0001222,0.0002364,0.0001222,0.000579,0.0001222,0.0001222,0.0001222,0.0003506,0.003662,0.0001222,0.0003506,0.0002364,0.0001222,0.0004648,0.02296,0.0001222,0.0001222,0.0008074,0.0001222,0.0001222,0.0006932,0.0001222,0.0002364,0.001036,0.0001222,0.2221,0.0002364,0.01154
ampicillin,MCF7,0.00001,0.01983,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.005086,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.72,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629
ampicillin,PC3,0.00001,0.006816,0.006816,0.006816,0.03229,0.006816,0.006816,0.006816,0.006816,0.01318,0.006816,0.006816,0.006816,0.01318,0.006816,0.006816,0.006816,0.006816,0.01318,0.006816,0.01955,0.006816,0.006816,0.006816,0.01318,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.04503,0.006816,0.006816,0.006816,0.006816,0.006816,0.01955,0.006816,0.01318,0.01318,0.006816,0.006816,0.006816,0.01318,0.006816,0.006816,0.006816,0.006816,0.006816,0.01318,0.006816,0.006816,0.006816,0.006816,0.006816,0.03229,0.006816,0.006816,0.006816,0.04503,0.01318,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.1023,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.01955,0.006816,0.006816,0.006816
anisomycin,HL60,0.000015,0.000247,0.00002317,0.00004555,0.00001198,0.00001198,0.00004555,0.001221,0.00001198,0.00685,0.00007912,0.00001198,0.02921,0.3459,0.00001198,0.0003477,0.00005674,0.00001198,0.00001198,0.00002317,0.00005674,0.00002317,0.0001351,0.00001198,0.00005674,0.01274,0.0001575,0.00004555,0.00005674,0.0001351,0.00005674,0.003179,0.0001687,0.00001198,0.09403,0.00002317,0.00005674,0.00001198,0.0001015,0.00005674,0.000191,0.00004555,0.00001198,0.00001198,0.00004555,0.00001198,0.00001198,0.01424,0.00009031,0.00001198,0.00001198,0.00001198,0.00006793,0.00002317,0.00006793,0.00001198,0.00001198,0.00004555,0.00006793,0.2454,0.04271,0.000247,0.00001198,0.00001198,0.08859,0.01367,0.00002317,0.00001198,0.00003436,0.00003436,0.00003436,0.00001198,0.00002317,0.00001198,0.00002317,0.00001198,0.00001198,0.00001198,0.00002317,0.00002317,0.005317,0.0001463,0.00001198,0.00003436,0.00001198,0.002754,0.00002317,0.00004555,0.02723,0.00006793,0.00002317,0.00004555,0.00001198,0.01482,0.00001198,0.00001198,0.0001463,0.00006793,0.04782,0.000247,0.00001198
anisomycin,MCF7,0.000015,0.00004264,0.00001121,0.00003216,0.00001121,0.00002169,0.00003216,0.00001121,0.00001121,0.00001121,0.00008454,0.00001121,0.00002169,0.02066,0.00002169,0.2116,0.00001121,0.00003216,0.00002169,0.00003216,0.00002169,0.00006359,0.004034,0.00001121,0.00008454,0.0005874,0.00003216,0.00004264,0.00003216,0.00005311,0.0001369,0.05942,0.00001121,0.00001121,0.00007407,0.00001121,0.00002169,0.00001121,0.00004264,0.00002169,0.00001121,0.00001121,0.00003216,0.00001121,0.00001121,0.00001121,0.00004264,0.0002731,0.00004264,0.00001121,0.00005311,0.00001121,0.00001121,0.00001121,0.00004264,0.00001121,0.001195,0.00002169,0.00001121,0.2066,0.00593,0.00009502,0.00002169,0.0007969,0.0001788,0.02141,0.00001121,0.00001121,0.000116,0.00001121,0.00002169,0.00002169,0.00002169,0.00001121,0.000116,0.00001121,0.00002169,0.00002169,0.00004264,0.00001121,0.1603,0.0001474,0.00001121,0.03623,0.00001121,0.00002169,0.00001121,0.00003216,0.02231,0.00001121,0.00009502,0.00001121,0.00001121,0.0009855,0.00001121,0.00001121,0.00008454,0.009125,0.1931,0.04002,0.002787
